feature,coefficient,odds_ratio
categorical__ethnicity_detail_Asian - Laotian,-0.08359725591026601,0.9198016261766081
categorical__ipeds_ethnicity_Hispanic,-0.08435296559819205,0.9191067857586225
categorical__program_code_1_CE_MTCP,-0.08450720687460639,0.9189650324872097
categorical__program_description_CNC Programmer,-0.08450720687460639,0.9189650324872097
categorical__program_code_1_AA_FLNG,-0.08484340335149647,0.9186561316095053
categorical__program_description_Foreign Languages,-0.08484340335149647,0.9186561316095053
categorical__program_description_General Marketing,-0.0851874080200082,0.9183401639617637
categorical__program_description_Astronomy,-0.08549959526938401,0.9180535146184482
categorical__program_code_1_AS_ASTR,-0.08549959526938401,0.9180535146184482
categorical__program_code_1_CT_APCN,-0.08727976705772822,0.9164206754498527
categorical__program_description_Arch Tech: Design 1,-0.09165592910555681,0.9124190323755972
categorical__program_code_1_AAT_GEOG,-0.09598322632916473,0.908479254472879
categorical__program_description_Geography,-0.09598322632916473,0.908479254472879
categorical__ethnicity_detail_Pacific Islander - Other,-0.09961476325183638,0.905186061811386
categorical__program_description_Python Programming,-0.10266106630153767,0.9024327865353683
categorical__program_code_1_CE_CSPY,-0.10266106630153767,0.9024327865353683
categorical__program_code_1_AS_MRPM,-0.10303478398622255,0.9020955944550468
categorical__program_description_Professional Mariners,-0.10303478398622255,0.9020955944550468
categorical__program_code_1_AS_BIOL,-0.10316181576375882,0.9019810069264584
categorical__program_description_Welding: Pipe,-0.10374067345156142,0.9014590393733874
categorical__program_code_1_CE_PIPE,-0.10374067345156142,0.9014590393733874
categorical__high_school_feeder_Not a Feeder HS,-0.10723862824469553,0.8983112849666822
categorical__ethnicity_detail_Asian - Korean,-0.10735684041891382,0.8982050999128681
categorical__program_description_Apparel Prod and Product Dev,-0.11011275730825235,0.8957331291454895
categorical__program_description_Marketing: Internat'l Business,-0.11638264313592046,0.8901345542470641
categorical__program_code_1_CE_MKIB,-0.11638264313592046,0.8901345542470641
categorical__program_description_Interior Design: Professional,-0.11659218610142227,0.8899480523536338
categorical__program_code_1_CF_IDP,-0.11659218610142227,0.8899480523536338
categorical__program_code_1_CN_CTBP,-0.12266799199267117,0.8845572939186648
categorical__program_code_1_AS_PHST,-0.12489850006942232,0.8825864805049422
categorical__program_code_1_CO_BSMAW,-0.1251332773954354,0.8823792935334273
categorical__program_description_Basic Welding SMAW,-0.1251332773954354,0.8823792935334273
categorical__program_code_1_CT_ECAD,-0.12724839925858353,0.8805149261752235
categorical__program_code_1_AS_RE,-0.12819456434943866,0.8796822076967998
categorical__program_code_1_AS_BSAD,-0.13000604776197094,0.8780901204244657
categorical__residency_Undetermined,-0.13098987805886997,0.8772266535826514
categorical__program_code_1_AS_HMHR,-0.13199778178566826,0.8763429389936841
categorical__program_code_1_AS_AMAP,-0.13434527591495588,0.8742881418448947
categorical__education_goal_Advance current job/career,-0.13644186468391395,0.8724570393510768
categorical__program_code_1_AS_CTEV,-0.14004478632979367,0.8693193009060395
categorical__program_description_Echo & Vascular Ultrasound,-0.14004478632979367,0.8693193009060395
categorical__program_code_1_AS_ACCT,-0.14120021068907757,0.8683154482593566
categorical__age_category_40 to 49,-0.14492636867256195,0.8650859881953946
categorical__residency_AB 540 Waiver,-0.1460215530477273,0.864139078153136
categorical__program_description_Entertainment Art,-0.147537682012887,0.862829924540451
categorical__program_code_1_CT_EART,-0.147537682012887,0.862829924540451
categorical__program_description_Early Childhood Administration,-0.15758634211821465,0.8542030567230595
categorical__program_code_1_AS_MGMT,-0.1578574762944902,0.8539714844758968
categorical__program_code_1_CE_SMAW,-0.15799437779786873,0.8538545824980405
categorical__program_description_Advanced Welding SMAW,-0.15799437779786873,0.8538545824980405
categorical__program_code_1_CN_CIST,-0.1586407056537544,0.853302890802557
categorical__program_code_1_AS_MTMO,-0.15954250567474038,0.8525337291048677
categorical__program_description_Manufactr Tech: CNC Operator,-0.15954250567474038,0.8525337291048677
numeric__age,-0.16732424537415513,0.8459252795054175
categorical__program_description_Integrative Health Coach,-0.17011113820063495,0.8435710584168823
categorical__program_code_1_AS_IHC,-0.17011113820063495,0.8435710584168823
categorical__program_code_1_CT_HMHR,-0.1707784299633448,0.8430083381685142
categorical__program_code_1_AS_ECIT,-0.17449582632180013,0.8398803596122426
categorical__program_description_EC: Infant & Toddler,-0.17449582632180013,0.8398803596122426
categorical__program_description_Plumbing,-0.17523080959032916,0.8392632883966495
categorical__program_code_1_CE_CNPL,-0.17523080959032916,0.8392632883966495
categorical__program_description_Comm Art:Narrativ Illustration,-0.18174249357449193,0.8338160257574456
categorical__program_code_1_CT_CAIL,-0.18174249357449193,0.8338160257574456
categorical__age_category_20 to 24,-0.18546005473561014,0.830722018328828
categorical__program_description_Athletics Coaching,-0.1873637625121627,0.8291420707188155
categorical__program_code_1_CN_ATHC,-0.1873637625121627,0.8291420707188155
categorical__education_goal_Personal development/interest,-0.18860567292213498,0.828112989695328
categorical__program_description_Res Const Developm First Award,-0.19018856744536128,0.8268032110735071
categorical__program_code_1_AS_CTRS,-0.19018856744536128,0.8268032110735071
categorical__program_code_1_AS_MTMP,-0.19371627738306887,0.82389162779939
categorical__program_description_Manufactr Tech: CNC Programmer,-0.19371627738306887,0.82389162779939
categorical__program_code_1_CT_DENA,-0.20772068645437067,0.8124339288246932
categorical__program_description_Management & Leadership Study,-0.21275159708944932,0.8083569104884525
categorical__program_description_CIS: Network Technician,-0.2133545123083445,0.8078696866968985
categorical__program_code_1_CE_CSNT,-0.2133545123083445,0.8078696866968985
categorical__program_description_Arch Tech: Design/Build,-0.2146902843185182,0.8067912773963699
categorical__program_code_1_CN_ATDB,-0.2146902843185182,0.8067912773963699
categorical__program_code_1_AS_DMS,-0.21689129994184111,0.8050174699950576
categorical__program_description_Diagnostic Med Sonography,-0.21689129994184111,0.8050174699950576
categorical__program_description_Neurodiagnostic Technology,-0.21973286538674705,0.8027332071479828
categorical__program_code_1_AS_NDT,-0.21973286538674705,0.8027332071479828
categorical__program_code_1_CE_AVCP,-0.21977546279840898,0.8026990135193884
categorical__program_description_Aviation Sci: Commercial Pilot,-0.21977546279840898,0.8026990135193884
categorical__program_code_1_CM_ATDF,-0.22132272340468445,0.8014579892986037
categorical__program_description_Arch Tech: Digital Fabrication,-0.22132272340468445,0.8014579892986037
categorical__program_code_1_CT_UXDS,-0.225436295929627,0.7981679053727728
categorical__program_description_Photo:Digital Technician,-0.23004736532622921,0.7944959700512951
categorical__program_code_1_CN_PHDT,-0.23004736532622921,0.7944959700512951
categorical__program_description_Dance,-0.2344935054430142,0.7909713708833395
categorical__program_code_1_AA_DANC,-0.2344935054430142,0.7909713708833395
categorical__program_code_1_CE_IDKB,-0.23637910827436798,0.7894813182920645
categorical__program_description_Interior Design:Kitchen/Bath,-0.23637910827436798,0.7894813182920645
categorical__program_code_1_CT_HMME,-0.23879391803745925,0.7875771710987963
categorical__program_description_HTT:Sales & Marketing Spec,-0.23879391803745925,0.7875771710987963
categorical__program_code_1_AA_RLST,-0.2401812941413352,0.7864852629704213
categorical__program_description_Religious Studies,-0.2401812941413352,0.7864852629704213
categorical__program_code_1_AS_MTMC,-0.24099314551746406,0.7858470129445106
categorical__program_code_1_CE_ELA,-0.2464904707338194,0.7815388089928615
categorical__program_description_Entry Level Accounting,-0.2464904707338194,0.7815388089928615
categorical__program_code_1_CN_MTMC,-0.24675059799091004,0.7813355358857524
categorical__program_code_1_CN_ATHL,-0.25136782609362945,0.777736247254489
categorical__program_description_Athletics,-0.25136782609362945,0.777736247254489
categorical__program_description_Fashion: Design,-0.25501283587944934,0.7749065512901671
categorical__program_description_Music: Entertainer Vocal,-0.2597796887127233,0.7712214758846555
categorical__program_code_1_AA_MMEV,-0.2597796887127233,0.7712214758846555
categorical__program_description_Social Media Strategist,-0.2657557541332289,0.7666263499532673
categorical__program_code_1_CN_CMSM,-0.2657557541332289,0.7666263499532673
categorical__program_description_Music: Entertainer Instrumentl,-0.26630460148914825,0.7662057045537343
categorical__program_code_1_AA_MMEI,-0.26630460148914825,0.7662057045537343
categorical__program_code_1_AST_FILM,-0.2666886429879753,0.76591150626234
categorical__program_code_1_CE_CTRE,-0.2733754760377615,0.760807069168241
categorical__program_description_Constr Tech: Residential Elect,-0.2733754760377615,0.760807069168241
categorical__program_code_1_AS_HOTL,-0.282957018227924,0.7535521761715424
categorical__program_description_Hotel Management,-0.282957018227924,0.7535521761715424
categorical__program_description_Music: Business Employee,-0.29464306719656264,0.7447973826453587
categorical__program_code_1_AA_MBE,-0.29464306719656264,0.7447973826453587
categorical__program_description_HTT: Human Resource Mgmt,-0.3027762117490123,0.7387644046667777
categorical__program_code_1_CT_CTMS,-0.31080517656871876,0.7328566396071858
categorical__program_code_1_CT_CIST,-0.3138523568943239,0.7306268922199943
categorical__program_code_1_AA_THEA,-0.3269860042095606,0.7210938352341877
categorical__program_description_Theatre Arts,-0.3269860042095606,0.7210938352341877
categorical__program_code_1_CT_CAAP,-0.3312552113673051,0.7180218983047562
categorical__program_description_Culinary Arts Basic,-0.3312552113673051,0.7180218983047562
categorical__ipeds_ethnicity_Black,-0.3347851635729423,0.7154917835404564
categorical__ethnicity_detail_African-American,-0.3347851635729423,0.7154917835404564
categorical__bog_eligible_No,-0.3416507448237472,0.710596340825503
categorical__program_code_1_CE_AVTP,-0.3416546733168811,0.7105935492581404
categorical__program_description_Aviatn Sci:Airln Transp Pilot,-0.3416546733168811,0.7105935492581404
categorical__education_goal_Undecided,-0.34348310802467247,0.70929546244468
categorical__program_code_1_CN_MIDI,-0.3444984486662676,0.7085756514232918
categorical__program_description_IGETC Breadth Certificate,-0.3464994279059399,0.7071592238487471
categorical__program_code_1_CT_IGETC,-0.3464994279059399,0.7071592238487471
categorical__age_category_25 to 29,-0.3484084068121621,0.7058105595025406
categorical__program_code_1_AS_FSDE,-0.35021671841944585,0.70453538737701
categorical__program_description_Nutrition & Fitness Education,-0.35370599542853787,0.7020813521419401
