feature,coefficient,odds_ratio
categorical__program_description_Early Childhood Administration,-0.5131049065335751,0.5986339876949871
categorical__program_code_1_CT_ECAD,-0.5131049065335751,0.5986339876949871
categorical__program_description_Arch Tech: Design 1,-0.5428845324835677,0.5810697181673539
categorical__residency_California Resident,-0.5434407693098608,0.5807465956661139
categorical__age_category_50 +,-0.544700430779574,0.5800155121114491
categorical__program_code_1_CN_MKGN,-0.5467249964241876,0.578842420533434
categorical__program_description_Respiratory Care,-0.5594237127705316,0.5715383392071467
categorical__program_code_1_AS_RSPC,-0.5594237127705316,0.5715383392071467
categorical__program_description_Fashion: Design,-0.5680572973166531,0.5666251543512042
categorical__program_code_1_AS_ACCT,-0.5683537489421162,0.5664572022992279
categorical__program_description_Manufacturing Tech: Machinist,-0.5987889145695434,0.5494766965117676
categorical__program_description_Accounting,-0.6206802854166402,0.5375786062877762
categorical__ipeds_ethnicity_Pacific Islander,-0.6230770488397136,0.5362917003677677
categorical__program_code_1_CE_AVCP,-0.6309288438689001,0.5320973360538255
categorical__program_description_Aviation Sci: Commercial Pilot,-0.6309288438689001,0.5320973360538255
categorical__program_description_Culinary Arts Basic,-0.6557583761253332,0.5190482794650206
categorical__program_code_1_CT_CAAP,-0.6557583761253332,0.5190482794650206
categorical__program_description_Computer Information Systems,-0.713826602338209,0.48976646558327475
categorical__attendance_status_PT,-0.734157885512551,0.4799094275387247
categorical__residency_Foreign,-0.8265143956401115,0.43757183357222434
categorical__ethnicity_detail_Asian - Cambodian,-1.1300255388796505,0.32302500662013983
