feature,coefficient,odds_ratio
categorical__program_description_CIS: Network Technician,-0.21758150699148054,0.8044620329675104
categorical__program_description_General Marketing,-0.22052441368300194,0.8020980564549048
categorical__program_code_1_CN_ATHC,-0.22586728679375095,0.7978239764179628
categorical__program_description_Athletics Coaching,-0.22586728679375095,0.7978239764179628
categorical__program_code_1_AS_ABP,-0.22606037035680654,0.7976699445928901
categorical__program_description_Advanced Baking & Pastry,-0.22606037035680654,0.7976699445928901
categorical__program_code_1_CN_CMSM,-0.22643920976268803,0.7973678130182776
categorical__program_description_Social Media Strategist,-0.22643920976268803,0.7973678130182776
categorical__program_code_1_AA_MSGP,-0.22860934548894504,0.7956392928803022
categorical__program_description_Music: Studio Guitar Performer,-0.22860934548894504,0.7956392928803022
categorical__program_description_Arch Tech: Design/Build,-0.22890380908944138,0.7954050405605078
categorical__program_code_1_CN_ATDB,-0.22890380908944138,0.7954050405605078
categorical__program_code_1_AST_ECE,-0.23499189975597096,0.7905772534714761
categorical__program_description_Early Childhood Education,-0.23499189975597096,0.7905772534714761
categorical__program_description_Music: MIDI Applications,-0.24349797825799635,0.7838810608359374
categorical__program_code_1_CT_FAAT,-0.24494468447619283,0.7827478351508719
categorical__program_code_1_AS_BSAD,-0.24792945186349843,0.7804149981598199
categorical__program_description_Interior Design:Kitchen/Bath,-0.2506961238182346,0.778258829951772
categorical__program_code_1_CE_IDKB,-0.2506961238182346,0.778258829951772
categorical__residency_AB 540 Waiver,-0.25410372055658914,0.7756113510333102
categorical__program_code_1_AS_CIST,-0.2552229760960459,0.774743729367953
categorical__program_description_Diagnostic Med Sonography,-0.2597771097864967,0.7712234648105107
categorical__program_code_1_AS_DMS,-0.2597771097864967,0.7712234648105107
categorical__program_description_Entry Level Accounting,-0.2611123106388602,0.7701944137307518
categorical__program_code_1_CE_ELA,-0.2611123106388602,0.7701944137307518
categorical__program_code_1_AS_MTMC,-0.26333760915998866,0.7684824068106106
categorical__program_description_Music: Entertainer Instrumentl,-0.2701200923077216,0.7632878238362821
categorical__program_code_1_AA_MMEI,-0.2701200923077216,0.7632878238362821
categorical__program_description_HTT: Human Resource Mgmt,-0.2819242115274296,0.754330851949828
categorical__program_description_Public Health,-0.28245127325986386,0.7539333777800843
categorical__program_code_1_CN_PUBH,-0.28245127325986386,0.7539333777800843
categorical__program_code_1_CT_HMME,-0.31625982868961583,0.7288700442136506
categorical__program_description_HTT:Sales & Marketing Spec,-0.31625982868961583,0.7288700442136506
categorical__program_code_1_CE_MKRS,-0.32853188716899345,0.7199799697368149
categorical__program_description_Real Estate Salesperson,-0.32853188716899345,0.7199799697368149
categorical__program_code_1_CN_MTMC,-0.33545130540955637,0.7150153232423744
categorical__bog_eligible_No,-0.33779178628254036,0.7133438004010839
categorical__program_code_1_CT_CIST,-0.33944931268631356,0.7121623935939219
categorical__program_description_IGETC Breadth Certificate,-0.34432058208260685,0.7087016945627748
categorical__program_code_1_CT_IGETC,-0.34432058208260685,0.7087016945627748
categorical__program_code_1_CT_DMAG,-0.3561831304418209,0.7003443541198989
categorical__program_description_DMAD: Graphic Design,-0.3561831304418209,0.7003443541198989
categorical__program_description_AMT: Airframe & Powerplant,-0.3647960791460467,0.6943382264864563
categorical__ipeds_ethnicity_Black,-0.36612575927534935,0.6934155922838035
categorical__ethnicity_detail_African-American,-0.36612575927534935,0.6934155922838035
categorical__program_description_Aviatn Sci:Airln Transp Pilot,-0.37535511240615393,0.6870452571715735
categorical__program_code_1_CE_AVTP,-0.37535511240615393,0.6870452571715735
categorical__program_code_1_AS_ARCD,-0.38247185253128063,0.6821730921519912
categorical__ethnicity_detail_Hispanic - Latino,-0.38387248691946524,0.6812182858837686
categorical__ethnicity_detail_Asian - Laotian,-0.38774126586053087,0.6785878944075014
categorical__district_status_Unknown,-0.3880552105898852,0.6783748887523995
categorical__program_description_Apparel Construction,-0.39838964950611166,0.6714003658661627
categorical__program_code_1_AS_APCN,-0.39838964950611166,0.6714003658661627
categorical__program_code_1_CE_CSWD,-0.40025586642060307,0.6701485555850611
categorical__program_description_CIS: Web Design,-0.40025586642060307,0.6701485555850611
categorical__education_goal_AA Degree w/out Transfer,-0.40389073746183907,0.6677170737456207
categorical__program_code_1_AA_MCOM,-0.4049994816092345,0.6669771566131836
categorical__program_description_Mass Comm/Media Studies,-0.4049994816092345,0.6669771566131836
categorical__program_code_1_AA_MMEV,-0.4097433746533234,0.6638205814665662
categorical__program_description_Music: Entertainer Vocal,-0.4097433746533234,0.6638205814665662
categorical__program_description_Meeting Event Mgmt,-0.4164906797995282,0.6593566581030372
categorical__program_code_1_AS_HTTM,-0.4164906797995282,0.6593566581030372
categorical__ethnicity_detail_Pacific Islander - Samoan,-0.4212192654705283,0.6562461935023296
categorical__program_code_1_CF_AMAP,-0.4262967140666983,0.6529225820618669
categorical__program_code_1_AS_FSDE,-0.43010604393700236,0.6504401158353174
categorical__education_goal_Bachelor's Degree or higher,-0.4403295609381084,0.6438242068067219
categorical__program_description_Electronic-Mechanical Tech,-0.44423518512969434,0.6413145754381196
categorical__program_code_1_CN_ELCH,-0.44423518512969434,0.6413145754381196
categorical__program_code_1_AS_PHST,-0.44548985041505434,0.6405104448661664
categorical__ethnicity_detail_Hispanic - Other,-0.44890189566009775,0.6383287184396473
categorical__program_code_1_CN_KINAT,-0.45115218186546185,0.6368939110991011
categorical__program_description_Athletic Training Level 1,-0.45115218186546185,0.6368939110991011
categorical__high_school_feeder_Unknown,-0.494410016861767,0.6099306499637905
categorical__program_description_Orange Coast General Admit,-0.49736345591707437,0.6081319144964491
categorical__program_code_1_GEN_ADMIT,-0.49736345591707437,0.6081319144964491
